,Unnamed: 0,CPI,CPI_imputed,Date,Dept,Fuel_Price,IsHoliday,Promotion1,Promotion1_imputed,Promotion2,Promotion2_imputed,Promotion3,Promotion3_imputed,Promotion4,Promotion4_imputed,Promotion5,Promotion5_imputed,Size (sq ft),Store,Temperature,Type,Unemployment,Weekly_Sales,Weekly_Sales to be predicted,Weekly_Sales_imputed
9577,15281,186.6189274,164.83427852211798,2011-09-02,81,3.7030000000000003,False,0.0,317.140477121273,0.0,-304.838100928441,0.0,-687.588484658873,0.0,-126.307464335731,0.0,-121.655300260809,118221,45,70.63,B,8.625,14882.12,0,15007.36621431612
37255,20393,0.0,0.0,2013-07-12,46,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,0,0.0,0.0,0,-267.7608625068069
62331,45469,0.0,0.0,2013-07-19,95,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,499.9108596856877
64488,47626,0.0,0.0,2013-01-04,72,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,-579.0943583967
38626,21764,0.0,0.0,2013-06-14,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,0,0.0,0.0,0,1618.2114747075552
21115,4253,0.0,0.0,2013-06-07,40,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,1135.7753684714512
54420,37558,0.0,0.0,2013-05-10,98,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,565.3945747564594
13977,4548,131.14533329999998,177.288269257108,2012-05-11,95,3.8089999999999997,False,6288.63,4579.5042476009,0.0,5540.469719969879,22.59,3624.5380163438795,997.55,1101.0301320448,1266.73,5260.54572094852,93188,17,49.96,B,6.235,57585.86,0,13525.960272589491
15285,7054,214.7382432,170.712125439793,2012-07-27,18,3.647,False,11481.26,16579.4559008186,130.17,1942.6781423667999,7.09,-76.6932184597586,11794.45,3699.0932170505703,3238.04,2574.2371553673497,203742,20,74.6,A,7.28,-0.98,0,8579.17495984237
13988,2064,221.36322119999997,175.56421355157798,2012-05-11,30,3.688,False,9252.47,7406.921640024391,0.0,821.516197405881,5.16,307.58313512438997,2908.8,2246.71233110932,2619.09,5973.26440506283,140167,21,74.14,B,6.891,4794.0,0,8579.17495984237
33107,16245,0.0,0.0,2013-07-19,4,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,1384.2220175413818
10556,11389,129.7936774,158.91375175843902,2011-10-28,85,3.727,False,0.0,246.64349112991297,0.0,-753.9033671289751,0.0,-983.519123406801,0.0,-52.4842022247017,0.0,214.555426343881,112238,12,67.41,B,12.89,2170.71,0,16605.03126678489
46784,29922,0.0,0.0,2013-04-05,13,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,730.9352359386239
17120,258,0.0,0.0,2013-04-19,7,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,1407.4646343732488
12249,2395,130.3496774,116.78906119524599,2012-02-03,82,3.702,False,60740.64,57236.413188186794,3779.65,1138.38846280459,43.08,3050.0495580003003,48403.53,51140.5366095165,20348.16,7893.834191137271,112238,12,50.58,B,12.187000000000001,15346.27,0,22192.132747107175
19071,2209,0.0,0.0,2013-07-19,80,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,178.67438113785875
35935,19073,0.0,0.0,2012-11-09,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,0,0.0,0.0,0,1563.0700135411244
38036,21174,0.0,0.0,2013-02-01,91,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,0,0.0,0.0,0,202.20123230563513
58276,41414,0.0,0.0,2012-11-09,31,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,76.58257557620527
18849,1987,0.0,0.0,2013-01-11,67,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,-114.56501532289076
35035,18173,0.0,0.0,2013-07-19,79,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,-36.41349269033708
51969,35107,0.0,0.0,2013-03-29,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,1125.6979692892078
11658,14794,130.07103229999998,167.249378937979,2011-12-30,38,3.428,True,353.07,1247.72803849204,1926.94,1298.33006535441,0.0,2007.70793119978,25.2,16.1697902053445,770.38,197.183856707995,39690,38,44.64,C,12.89,42351.74,0,8579.17495984237
10046,3187,136.4195,154.1795029699,2011-09-30,10,3.6839999999999997,False,0.0,263.012919346838,0.0,-257.471648713599,0.0,-99.4492754271632,0.0,62.67252630646111,0.0,254.918690705691,155083,40,63.45,A,4.584,18831.13,0,16631.99073204912
29698,12836,0.0,0.0,2013-07-12,74,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0,0.0,0.0,0,-85.01756413085059
42947,26085,0.0,0.0,2013-01-04,79,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0,0.0,0.0,0,-132.65911475203484
43345,26483,0.0,0.0,2013-03-01,93,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0,0.0,0.0,0,183.15753179970307
17407,545,0.0,0.0,2013-07-26,14,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,1537.2434482009894
52071,35209,0.0,0.0,2012-12-14,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,772.0846159327857
22022,5160,0.0,0.0,2012-11-16,87,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,304.48037413413795
25750,8888,0.0,0.0,2013-03-01,23,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0,0.0,0.0,0,960.0991692656075
47381,30519,0.0,0.0,2013-07-26,29,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,315.73992975891406
44744,27882,0.0,0.0,2012-11-23,33,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,292.34227601655084
58370,41508,0.0,0.0,2013-03-01,33,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,-42.99610151514844
29434,12572,0.0,0.0,2013-01-25,56,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0,0.0,0.0,0,-799.4987062806567
5094,16091,132.7566667,145.322243342707,2010-12-03,14,3.2,False,0.0,142.22915404940701,0.0,-706.973379761911,0.0,-778.659893675502,0.0,-392.348281720271,0.0,394.976405970007,203819,24,37.08,A,8.275,23371.08,0,15621.321262203503
61974,45112,0.0,0.0,2012-11-09,82,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,-316.8946433915153
45897,29035,0.0,0.0,2013-04-12,87,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,15.698288850149765
52948,36086,0.0,0.0,2013-06-28,32,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,76.595495318747
34012,17150,0.0,0.0,2012-11-16,30,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,1002.8441374636241
47479,30617,0.0,0.0,2013-03-15,32,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,165.5479227158594
60875,44013,0.0,0.0,2013-03-08,30,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,231.70346439878085
48479,31617,0.0,0.0,2013-04-12,82,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,-129.1514046520615
51804,34942,0.0,0.0,2013-01-25,2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,562.9785829012294
61369,44507,0.0,0.0,2012-12-07,48,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,-476.6537197864309
19697,2835,0.0,0.0,2013-02-01,2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,1330.3466911440023
30290,13428,0.0,0.0,2012-12-28,4,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0.0,0,1308.4218880513517
7740,1230,208.9599189,137.712014823375,2011-05-13,55,4.066,False,0.0,-291.609526350575,0.0,-864.589395619332,0.0,-150.750909276361,0.0,-568.770445913712,0.0,412.070283578124,128107,25,60.1,B,7.287000000000001,5121.56,0,11335.013375267303
54283,37421,0.0,0.0,2013-01-04,94,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,77.36421999995628
63366,46504,0.0,0.0,2013-03-22,25,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,255.46287093230148
14019,2847,138.10658059999997,154.531720820732,2012-05-18,41,4.029,False,5955.53,8409.90632011343,0.0,1150.47896401906,187.0,72.9860216087253,1529.05,1652.5243680116198,4424.94,4256.267983121429,203819,24,63.1,A,8.982999999999999,1581.38,0,8579.17495984237
53974,37112,0.0,0.0,2013-01-25,82,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,-344.7883675382636
40181,23319,0.0,0.0,2013-07-05,60,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,0,0.0,0.0,0,-529.166013345699
42026,25164,0.0,0.0,2013-06-14,34,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0,0.0,0.0,0,419.14954905978357
49786,32924,0.0,0.0,2013-02-01,24,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0.0,0,0.0,0.0,0,584.7741885684668
57435,40573,0.0,0.0,2012-12-07,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,833.1691586682318
49249,32387,0.0,0.0,2013-03-22,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0.0,0,0.0,0.0,0,800.4563705535638
55522,38660,0.0,0.0,2013-03-15,29,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0.0,0,0.0,0.0,0,226.04461716567448
10171,10658,136.472,157.473374062446,2011-10-07,9,3.633,False,0.0,142.376013727138,0.0,-490.625828407157,0.0,1002.9028386082001,0.0,-64.3617820763511,0.0,-183.176387223024,152513,26,46.84,A,7.598,19185.78,0,13282.313307873668
33748,16886,0.0,0.0,2013-01-18,23,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,1206.1298264803077
17295,433,0.0,0.0,2012-11-30,12,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,1471.3786007252484
21650,4788,0.0,0.0,2013-03-29,67,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,-146.66411566684474
19268,2406,0.0,0.0,2012-11-02,90,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,404.23370629580904
49213,32351,0.0,0.0,2013-04-12,8,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0.0,0,0.0,0.0,0,918.3361015007322
44114,27252,0.0,0.0,2013-05-31,16,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,854.6417707719356
2958,16546,203.2961774,186.214395505933,2010-07-30,83,2.64,False,0.0,176.88586765403,0.0,811.52789058342,0.0,345.14391520054704,0.0,-43.147666565233294,0.0,7.05319706569571,41062,43,79.79,C,9.816,4704.31,0,9071.606909385926
60478,43616,0.0,0.0,2013-01-18,20,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,1256.2390479268875
8799,12141,129.1338387,182.747727640089,2011-07-15,16,3.553,False,0.0,417.614923537114,0.0,483.42166346984595,0.0,-325.378819060811,0.0,80.5942110902536,0.0,-298.881064023111,219622,13,75.59,A,6.877000000000001,34087.12,0,13361.568661009598
12117,15486,130.31445159999998,153.96451885524598,2012-01-27,46,3.29,False,387.48,1609.87025829141,1594.36,664.417990331709,18.98,4577.46973132561,13.35,-27.1565244138169,769.52,-93.50345494292058,158114,34,39.81,A,9.652999999999999,15566.27,0,8579.17495984237
48162,31300,0.0,0.0,2013-03-08,60,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,-511.8858576966595
11363,16052,129.8980645,161.392543995899,2011-12-16,85,3.282,False,3272.56,3389.29084112443,556.15,-1091.0363429024499,959.55,12976.4543810493,424.43,63.72497891927011,5933.01,6032.114024416129,219622,13,27.85,A,6.392,16133.9,0,80186.52823158055
52800,35938,0.0,0.0,2012-11-23,29,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,255.9602810201427
50111,33249,0.0,0.0,2013-05-03,32,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0.0,0,0.0,0.0,0,106.47885981686159
63165,46303,0.0,0.0,2013-02-08,20,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,-264.8539204350054
1214,6679,213.7726889,167.198440886058,2010-04-16,81,2.8080000000000003,False,0.0,75.34144358614321,0.0,1406.10956576248,0.0,394.84925357589697,0.0,-232.68770985691899,0.0,-323.191419264265,207499,11,67.81,A,7.343,14383.74,0,27578.425091561166
15825,11666,215.0878309,160.578599535406,2012-08-31,48,3.867,False,19058.96,16829.9883827753,32.04,477.842926402967,125.49,254.96239504002997,9015.83,6681.82203619335,4449.08,4431.77034898264,203742,20,72.66,A,7.28,1232.0,0,8579.17495984237
43710,26848,0.0,0.0,2013-02-22,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,1587.8759192204934
61935,45073,0.0,0.0,2012-11-09,81,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,-337.79232695212977
59388,42526,0.0,0.0,2013-02-01,85,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,-201.0949909935025
34938,18076,0.0,0.0,2013-03-08,72,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,-194.31212615929962
25642,8780,0.0,0.0,2013-05-03,20,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0,0.0,0.0,0,1352.6590865128928
59557,42695,0.0,0.0,2013-05-03,92,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,-185.94659286378374
7840,2292,219.3622809,157.070444571783,2011-05-20,13,3.907,False,0.0,-474.973600528932,0.0,34.1506092534606,0.0,-140.654143816157,0.0,-451.16450415614304,0.0,1170.3246854575698,125833,9,70.49,B,6.38,20845.18,0,29720.440886459768
13971,3045,197.54816090000003,169.99256914516002,2012-05-11,23,3.87,False,4814.92,3366.4849077214003,0.0,-105.438012188824,61.11,-191.78343542002602,343.64,864.616076570117,837.48,2819.8268799841103,57197,16,53.57,B,6.169,8849.55,0,6853.308917103723
4827,16630,191.0312172,151.277609558476,2010-11-19,40,2.758,False,0.0,131.877355386041,0.0,-970.976336415713,0.0,583.319587658202,0.0,-121.197942903366,0.0,443.981767615555,57197,16,27.26,B,6.986000000000001,26663.7,0,9050.691461179318
2421,8900,132.4976,133.905663466724,2010-06-25,2,2.958,False,0.0,220.61532617704498,0.0,-342.180430707444,0.0,-509.115966686792,0.0,-77.1960313562556,0.0,78.1900609533195,123737,15,72.79,B,8.185,29293.23,0,30362.020766352256
28385,11523,0.0,0.0,2013-03-08,19,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0,0.0,0.0,0,1514.5822197834827
21866,5004,0.0,0.0,2012-11-16,81,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,169.139611142351
2186,7097,136.2874263,159.79489626084998,2010-06-11,17,2.83,False,0.0,-0.200859609655254,0.0,202.01535393570302,0.0,-402.206764029998,0.0,-81.5853190368025,0.0,-95.02147121768739,119557,22,65.01,B,8.347999999999999,14166.88,0,6935.927238848968
23260,6398,0.0,0.0,2012-12-28,23,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0,0.0,0.0,0,744.7722802003968
18040,1178,0.0,0.0,2013-02-15,32,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,469.9176773759714
57791,40929,0.0,0.0,2013-01-11,18,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,1005.2407497050426
19599,2737,0.0,0.0,2013-03-15,98,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,-98.60267341306735
48160,31298,0.0,0.0,2013-02-22,60,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,-511.8858576966595
53993,37131,0.0,0.0,2013-06-07,82,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0,0.0,0.0,0,-344.7883675382636
59023,42161,0.0,0.0,2013-07-26,60,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,-724.0409499679718
35976,19114,0.0,0.0,2012-11-23,10,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,0,0.0,0.0,0,1583.6640831520172
29425,12563,0.0,0.0,2012-11-23,56,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0,0.0,0.0,0,-799.4987062806567
8263,13337,134.94254840000002,152.655782283398,2011-06-10,27,3.924,False,0.0,216.29851978775798,0.0,-813.5090464104559,0.0,1095.6386936443598,0.0,-94.6569339269736,0.0,104.835941730015,93638,29,69.53,B,9.966000000000001,1090.45,0,9498.66213547663
55499,38637,0.0,0.0,2013-07-05,28,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0.0,0,0.0,0.0,0,285.8371856469871
21523,4661,0.0,0.0,2013-01-18,58,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,-349.665570347619
31518,14656,0.0,0.0,2013-07-12,36,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0.0,0,779.7977022299642
20830,3968,0.0,0.0,2013-03-15,32,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,697.2534671333556
59121,42259,0.0,0.0,2013-03-15,72,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0.0,0,0.0,0.0,0,-473.02327213231456
28754,11892,0.0,0.0,2013-02-01,29,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0,0.0,0.0,0,1179.5022371026098
10063,6527,136.4195,157.235099846429,2011-09-30,96,3.6839999999999997,False,0.0,258.396606028581,0.0,-60.89674412079929,0.0,-261.89396458362097,0.0,73.6545798792193,0.0,355.535099226613,114533,23,64.76,B,4.584,16578.33,0,31617.039711914378
43694,26832,0.0,0.0,2012-11-02,5,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,1587.8759192204934
10767,12855,217.6455387,207.837480671874,2011-11-11,2,3.2969999999999997,False,5522.33,8987.862453573009,7898.33,4512.289053126729,11.1,187.402268989825,2489.99,1567.6144347718803,7562.52,6009.01235762134,140167,21,59.8,B,7.441,49266.72,0,18789.65718006873
49402,32540,0.0,0.0,2013-03-01,13,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0.0,0,0.0,0.0,0,444.4916240546181
564,10924,189.66950490000002,161.298949439426,2010-03-05,29,2.62,False,0.0,-295.010449232432,0.0,-1147.6213697742699,0.0,1420.31837797056,0.0,-166.72145868083498,0.0,450.924570465348,57197,16,27.92,B,7.039,1527.5,0,16802.355302102653
19620,2758,0.0,0.0,2012-11-09,99,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0,-208.53030282604232
9633,16498,219.1501106,214.754173947887,2011-09-02,1,3.533,False,0.0,877.187326087812,0.0,363.470924956127,0.0,-221.08227241971298,0.0,-173.226113342594,0.0,-403.611633092879,37392,3,89.12,B,7.567,5210.03,0,9173.665608107316
47018,30156,0.0,0.0,2013-05-03,20,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0,0.0,0.0,0,853.8213671205608
30594,13732,0.0,0.0,2012-11-02,12,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0.0,0,1643.2628554952094
32854,15992,0.0,0.0,2012-12-28,97,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0.0,0,401.69497688643605
56582,39720,0.0,0.0,2013-07-05,79,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0.0,0,0.0,0.0,0,-273.56828677913836
15643,6008,225.60507969999998,196.43770197344398,2012-08-17,92,3.571,False,3224.14,4556.21903076685,21.02,-247.208350825708,4.26,1100.34894482089,1066.29,1997.3673132363501,5044.43,2022.0282294703197,155078,8,81.21,A,5.401,65443.74,0,24117.108172086017
60107,43245,0.0,0.0,2013-04-19,9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,165.95489460591125
64251,47389,0.0,0.0,2012-12-07,56,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0.0,0,0.0,0.0,0,-459.50276156280415
45487,28625,0.0,0.0,2012-11-23,67,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0,0.0,0.0,0,-583.0736390994325
34640,17778,0.0,0.0,2013-07-12,52,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,100.07712738762848
29880,13018,0.0,0.0,2013-01-11,87,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0,0.0,0.0,0,208.22183232989892
32065,15203,0.0,0.0,2013-07-26,58,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0,0.0,0.0,0,-478.0232124958129
1499,15761,210.0505833,175.304721955184,2010-04-30,18,2.78,False,0.0,10.0380813703309,0.0,1110.83229409796,0.0,479.528927760047,0.0,-112.672774511117,0.0,-94.63631789888291,202307,2,66.98,A,8.2,30.69,0,9553.556102825003
6784,8111,133.8492258,152.310016010054,2011-03-18,24,3.634,False,0.0,127.958444675337,0.0,-1044.61566569851,0.0,-4029.9114235677503,0.0,-967.297773730016,0.0,57.6925729216605,152513,26,31.76,A,7.907,1970.76,0,17647.270127530264
38391,21529,0.0,0.0,2013-06-07,2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,0,0.0,0.0,0,1494.5566188444086
23439,6577,0.0,0.0,2013-06-07,27,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0,0.0,0.0,0,601.944526405905
61152,44290,0.0,0.0,2013-04-05,38,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,0.0,0.0,0,-371.81646893474317
33149,16287,0.0,0.0,2012-11-09,6,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0,0.0,0.0,0,1425.4359962482504
12378,15751,130.38490320000002,153.807925718315,2012-02-10,29,3.722,True,20281.03,14993.7273170865,2551.32,7417.239427291899,14.99,433.635432886905,10597.74,9997.24165774573,7457.16,7648.88571917777,112238,12,52.27,B,12.187000000000001,9980.08,0,8579.17495984237
22263,5401,0.0,0.0,2013-01-04,95,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,0.0,0.0,0,389.9896901439838
