,Unnamed: 0,Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,Promotion1,Promotion2,Promotion3,Promotion4,Promotion5,CPI,Unemployment,Type,Size (sq ft),Promotion1_imputed,Promotion2_imputed,Promotion3_imputed,Promotion4_imputed,Promotion5_imputed,CPI_imputed,Weekly_Sales_imputed
55036,55036,34,37,2010-02-05,2611.93,False,35.44,2.5980000000000003,0.0,0.0,0.0,0.0,0.0,126.4420645,9.521,A,158114,216.4504435923081,-2182.5080549392706,1103.706669783123,-110.33073615868945,279.17933254585273,174.21977856218567,-4363.599791329856
61692,61692,27,72,2012-08-17,49258.99,False,76.51,3.963,4017.25,33.65,6.2,1753.64,6783.58,142.2157385,8.238999999999999,A,204184,7465.6561063101335,-415.3329104660156,1000.2043391166977,2095.2197168055263,3385.505626772417,133.83195582783134,47029.12877100488
59568,59568,17,4,2010-03-05,20543.28,False,31.58,2.681,0.0,0.0,0.0,0.0,0.0,126.5782857,6.547999999999999,B,93188,348.677688605801,-2412.133486148632,699.5057833458957,-10.394002149897688,440.140277538821,159.42032663504733,10016.413951868799
45932,45932,40,3,2012-02-17,5735.44,False,25.56,3.703,7763.37,7366.75,33.48,3995.44,2642.17,137.2583103,4.261,A,155083,7642.286338713478,8287.726983652223,-78.14436637717944,4557.730183298235,3490.626621794428,135.77422143675844,9409.638267852753
54856,54856,10,41,2011-11-04,16284.8,False,68.57,3.828,0.0,0.0,0.0,0.0,0.0,129.8051935,7.874,B,126512,98.90048499172826,-1115.247697546126,-1287.9528533159178,-163.02822647251014,211.06343654079498,158.86382439141462,18005.126332716267
23014,23014,11,72,2010-09-17,61467.15,False,83.04,2.582,0.0,0.0,0.0,0.0,0.0,214.83224840000003,7.346,A,207499,237.31030540372052,1908.0866338085366,-142.51255677339614,-204.91616593915344,-428.5567129689339,197.02238435275154,60302.6048185027
77121,77121,27,96,2010-03-26,16901.5,False,52.34,2.963,0.0,0.0,0.0,0.0,0.0,135.7073618,8.237,A,204184,85.06529052403585,8.16668526970966,-124.9310265749752,99.04758554170552,-72.7232533278368,160.36467979098938,12691.572526908996
51256,51256,42,96,2012-01-06,17230.97,False,59.85,3.443,2.91,2655.21,77.86,0.0,649.61,130.15751609999998,7.545,C,39690,2620.398678723045,4761.4179069534175,-5478.65113661002,15.140818421758695,741.8433758319992,197.1484001868296,5470.706379514555
33356,33356,3,31,2012-10-05,941.27,False,72.74,3.617,1750.8,0.0,3.01,480.24,646.82,226.7210356,6.034,B,37392,1917.2526279107349,776.0340106813098,-146.73526943081794,874.1667294940871,3856.917220011073,193.2147935649691,22505.921970418647
26131,26131,1,55,2012-08-24,7482.47,False,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,A,151315,8516.322795903896,-449.6066313360882,389.41359226408537,2828.5508891780564,6189.7431672314315,181.83957240877618,20469.160632770363
32817,32817,3,20,2012-10-19,2208.12,False,73.44,3.594,629.25,0.0,7.5,75.11,3010.32,226.9688442,6.034,B,37392,1982.650038196031,666.9748609003368,-133.0763273713365,153.01536546815908,1688.2604896922116,199.1968180537067,1683.0507632283316
26459,26459,21,31,2011-07-08,3136.7,False,89.16,3.48,0.0,0.0,0.0,0.0,0.0,214.9296249,7.852,B,140167,1005.2301554559833,1100.1021791475632,-507.48231947156023,-238.00158424856411,-415.8692504488358,218.09618445219192,11586.869210919069
64870,64870,31,55,2011-11-11,18235.61,False,59.8,3.297,25879.08,8716.86,163.33,3983.24,7898.07,217.6455387,7.441,A,203750,13269.422520204223,5952.543527993662,428.7777406259692,7122.8124675505405,5099.411281207636,189.1628341079057,16612.186550589417
5458,5458,30,92,2012-05-11,53677.31,False,74.14,3.688,701.89,0.0,2.28,0.0,1487.23,221.3632212,6.891,C,42988,1319.7051964077334,-41.93510853635758,-4606.239618997885,372.04430797931593,2203.27701254632,190.53074242906482,33808.002153426525
61188,61188,14,44,2011-08-26,4274.23,False,72.55,3.704,0.0,0.0,0.0,0.0,0.0,186.5641172,8.625,A,200898,280.6129303806188,-20.55197326097152,-655.0649473197739,109.91618718712765,-38.30551086256536,168.7671498882234,28272.738173051468
39152,39152,35,21,2010-10-22,3564.41,False,52.82,2.917,0.0,0.0,0.0,0.0,0.0,136.688871,8.763,B,103681,-158.1560392003571,192.38884551279057,10.870730982250333,160.32813262873128,-181.90040993086967,163.39243031461416,1809.3527198412175
32853,32853,4,41,2010-03-12,426.0,False,49.63,2.704,0.0,0.0,0.0,0.0,0.0,126.6042857,8.623,A,205863,-147.92867336738482,102.47830095897972,-259.2203662530373,-58.46925635859998,-318.48019574793625,187.1139377412512,10835.07652966817
75677,75677,1,14,2011-10-28,13031.03,False,66.57,3.372,0.0,0.0,0.0,0.0,0.0,217.6766791,7.866,A,151315,357.01034756202813,1860.6084854434976,-458.9669944708039,36.464898608348,2.1149992337220738,202.42414033086035,13027.957365859605
80188,80188,41,10,2011-01-07,12505.29,False,23.76,2.882,0.0,0.0,0.0,0.0,0.0,191.3683815,7.241,A,196321,393.2072791661135,-416.285970008453,579.4507336033574,-206.81648572203426,431.9059305743401,151.4233582565481,-3935.2639396384293
12517,12517,34,97,2012-08-10,19113.36,False,78.26,3.4760000000000004,9297.06,12.0,8.3,4250.64,2103.48,130.7561613,9.285,A,158114,6686.7955719902,-1585.7203807938283,1802.5570957682069,4374.250751264186,4809.270565889861,188.04743128638992,16404.64641334203
676,676,43,72,2011-09-23,301.74,False,78.98,3.467,0.0,0.0,0.0,0.0,0.0,208.16421430000003,10.640999999999998,C,41062,607.3735429936507,210.5333994767733,12.810400359340406,-91.74972828898422,-446.0196749177562,198.6167666185868,12590.977818700052
37654,37654,18,52,2012-03-09,4107.7,False,38.1,3.876,7410.18,368.19,25.46,1852.39,2332.07,137.50668969999998,8.075,B,120653,6890.524670445149,-478.84491978290083,-310.00333513197614,1603.8716248940975,2149.5310512838573,154.74472091191862,9316.931119427529
1913,1913,35,81,2012-06-01,6182.49,False,73.4,3.742,12469.08,0.0,9.66,3040.28,5859.48,142.1095438,8.876,B,103681,6584.192745417282,154.86015313536208,-743.184913473425,4775.683889817733,4124.76348360574,178.8606942185204,14052.811934656775
49172,49172,16,95,2010-12-31,26502.04,True,19.66,2.829,0.0,0.0,0.0,0.0,0.0,191.2557002,6.9860000000000015,B,57197,424.4471540617365,-1059.128880692518,590.0193105336642,-365.9183998366391,539.5238941462285,144.40541909591337,21889.22917109052
39266,39266,19,24,2010-11-26,12464.81,True,42.62,3.1860000000000004,0.0,0.0,0.0,0.0,0.0,132.8369333,8.067,A,203819,152.3067664178943,-368.52979535651184,-386.1389622981572,-188.8352851730817,166.40724424878863,148.6793697716889,11205.51613660002
58477,58477,28,46,2011-12-30,25816.16,True,44.64,3.428,5218.93,49826.06,155.37,1011.54,7761.98,130.07103229999998,12.89,A,206302,8544.608837971053,23056.782616729546,1237.3551322142953,591.0327983688405,3342.655185894257,150.9696097553728,21536.27997889105
52985,52985,1,28,2012-03-23,457.22,False,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,A,151315,4494.648291739494,1788.2014560786288,235.9064539975369,1011.4154310724773,5761.034883290218,187.4894095141956,-5648.511805794202
37566,37566,3,46,2012-06-08,6242.56,False,81.65,3.452,5770.48,28.6,30.18,283.7,2093.48,225.2521458,6.664,B,37392,2954.2345999479803,1194.8775766778665,77.6081357814633,2473.701042243705,5459.104559603611,206.7673777744135,21546.891469707538
48512,48512,33,83,2010-05-14,3396.76,False,76.8,3.145,0.0,0.0,0.0,0.0,0.0,126.2085484,9.849,A,39690,428.77553559803664,-208.26767341916528,-1796.274667680372,-164.42312721844655,252.9422063995446,144.9373848046155,32959.014644814786
29825,29825,31,60,2011-04-29,132.0,False,70.19,3.81,0.0,0.0,0.0,0.0,0.0,215.27726830000003,7.931,A,203750,-202.13074615071758,115.4581220649643,-48.88157053145875,-407.1233029046887,731.2006907749674,166.21695147909406,5993.138813072952
17231,17231,8,6,2010-07-09,1970.89,False,72.49,2.642,0.0,0.0,0.0,0.0,0.0,214.4729952,6.315,A,155078,53.50058806535071,1120.8667362868068,626.1181303462106,2.6573866794574315,37.49587607378749,177.29079013398422,-85.08518333967368
15310,15310,18,1,2011-07-22,14762.56,False,78.68,3.882,0.0,0.0,0.0,0.0,0.0,135.8738387,8.89,B,120653,137.74378458173805,-217.15601597990917,214.0012959105888,138.53373840730376,-322.2333064451268,156.0781854186083,22189.47782162899
14500,14500,40,48,2010-07-30,137.0,False,71.35,2.792,0.0,0.0,0.0,0.0,0.0,132.5983871,5.3260000000000005,A,155083,51.38233616190972,62.93422152365815,-316.046126064691,-52.211499128871075,274.9873378843399,171.6271920752083,2745.1265887934223
12812,12812,8,40,2011-02-11,44235.78,True,28.26,3.022,0.0,0.0,0.0,0.0,0.0,216.3126733,6.2620000000000005,A,155078,461.05427993810684,-1469.782205067059,731.8799137194625,-342.3399275611587,812.8039831161021,146.55130620038838,49568.15323701967
7326,7326,31,97,2012-07-13,33074.91,False,82.51,3.256,7013.13,2.1,29.35,3542.2,10462.74,221.5616784,6.565,A,203750,7598.762700773294,2657.5125605961207,238.44801064586238,3555.3342812074325,13358.565232784022,207.0989150982779,29756.06483164779
14644,14644,27,31,2011-11-18,3168.57,False,51.42,3.717,32812.24,5487.82,143.88,567.08,14703.26,140.41278569999997,7.9060000000000015,A,204184,15709.346312252417,9257.360656463581,1005.1767077766164,15550.428011165282,9860.21060790448,150.59888213266106,13360.744418412934
64505,64505,33,80,2010-09-03,9098.42,False,90.82,3.087,0.0,0.0,0.0,0.0,0.0,126.1019355,9.495,A,39690,649.5338456496704,-556.9891247755247,-413.2982653396687,25.08692570720155,-20.140535433053856,120.88843647903828,13476.19569146801
41114,41114,27,21,2010-05-07,7916.79,False,69.02,3.095,0.0,0.0,0.0,0.0,0.0,135.96200000000002,8.058,A,204184,157.85994319754352,-1.7074972253770966,-648.2905209615451,-107.4084190959525,-53.74779881546921,134.43285351423214,25654.585609016056
31926,31926,7,18,2011-11-18,8958.73,False,29.53,3.479,3221.47,1229.96,7.35,494.15,3947.57,195.71847130000003,8.513,B,70713,3800.8972813452287,-1657.719476392762,-4341.537657221108,522.0149693275625,3245.969651140745,163.3899374474808,9776.066534032856
33730,33730,26,11,2012-07-20,21887.22,False,66.75,3.61,3072.39,35.8,13.8,1032.75,3437.32,138.2331935,7.405,A,152513,4431.862523999082,-651.0846326959363,-225.5074708330536,1475.136002568158,3424.556758641351,185.7484569311583,16117.25787011835
23680,23680,41,56,2011-04-08,8979.83,False,42.87,3.532,0.0,0.0,0.0,0.0,0.0,192.3418571,6.934,A,196321,3.744095181828016,2287.9785956012493,-1786.3128927241144,-50.86634984287297,-515.0419617186967,166.1839700066275,3141.9667959842263
9000,9000,9,40,2012-01-20,30580.15,False,51.56,3.268,910.51,234.36,0.0,117.08,6081.04,223.7114288,5.6670000000000025,B,125833,1808.0852460878768,3118.4419004892634,7154.234000020222,308.8118297818096,2049.210412391066,210.27620030357969,8387.839633707903
73949,73949,7,7,2011-05-27,8263.85,False,37.51,3.795,0.0,0.0,0.0,0.0,0.0,192.8365651,8.595,B,70713,-1325.593535311366,-580.0331332407889,-1390.0266436978648,-335.04622404411407,1144.1438007346064,148.57173766564662,-160.09957566931917
38149,38149,43,72,2011-06-03,45.28,False,83.49,3.699,0.0,0.0,0.0,0.0,0.0,207.1039009,10.581,C,41062,334.42289505887493,-545.5026326341235,32.64745150233699,-259.11270958794057,330.5428167273924,198.5174043891864,15603.965601983316
58011,58011,15,58,2010-07-16,1311.0,False,72.83,2.9330000000000003,0.0,0.0,0.0,0.0,0.0,132.5667742,8.099,B,123737,136.59350434728776,-591.7096302463829,-665.1846480597744,-68.16776876163908,155.53457194271846,139.97968362243398,9652.098498034293
34290,34290,16,41,2010-07-23,1872.3,False,70.67,2.6910000000000003,0.0,0.0,0.0,0.0,0.0,189.774698,6.8679999999999986,B,57197,30.877686674469714,691.0022811227658,247.78037599512862,25.22153362918425,75.20173318251659,186.42956635220713,5564.820704637656
44546,44546,23,38,2012-02-17,47981.42,False,27.01,3.703,8924.48,10140.32,1.88,6699.65,2236.81,137.2583103,4.261,B,114533,9673.004086652762,2144.885507446549,-35.720651690419395,6165.889167359978,4597.344597156645,130.92905173151144,15251.0358591223
59271,59271,40,56,2010-10-01,1082.55,False,62.01,2.717,0.0,0.0,0.0,0.0,0.0,132.7568,5.287000000000001,A,155083,-132.9207718179032,-430.6025026510282,-366.8326990590264,-64.54172427257707,-350.36205260699785,189.85097047324768,12013.452574850973
53112,53112,1,12,2012-09-21,9448.14,False,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,A,151315,6215.763773896298,1222.5539401548124,392.04590709103485,1594.5934425825005,6725.29308224014,191.99662649734225,7198.788972662758
54553,54553,29,90,2011-01-28,10827.66,False,20.61,3.2430000000000003,0.0,0.0,0.0,0.0,0.0,133.1059677,10.255999999999998,B,93638,389.3701179311915,-2726.074941693268,338.18207484169443,-333.80638976443424,-259.346356344517,137.6993730926689,11131.053150076332
10212,10212,31,21,2010-05-14,4928.87,False,73.08,2.854,0.0,0.0,0.0,0.0,0.0,209.9984585,8.2,A,203750,155.29894192084248,1082.1045299028608,504.7682202357228,27.9899466429531,134.50831410049727,155.3641096970371,3069.9892301849104
17703,17703,12,87,2010-11-19,9956.86,False,58.18,3.161,0.0,0.0,0.0,0.0,0.0,126.6072,14.313,B,112238,165.93505513272342,-237.5964114658653,435.4374905852146,-21.655965805673766,-554.9241610486762,155.8529777477334,-2732.948147335632
72669,72669,5,17,2010-05-14,2148.53,False,74.79,2.854,0.0,0.0,0.0,0.0,0.0,210.8872772,6.465,B,34875,144.06743208446278,966.7345476357866,210.70778973178656,112.64647291384074,50.49969660020521,155.16600145258369,5123.555478689232
59749,59749,34,65,2011-02-25,50210.95,False,44.57,3.087,0.0,0.0,0.0,0.0,0.0,128.13,10.398,A,158114,-17.256115287120792,-705.7902504318413,-778.1553175199748,-91.31730905774384,657.7483875744263,151.51939899724937,34078.84886368797
63143,63143,2,6,2012-07-20,4656.31,False,83.23,3.3110000000000004,6961.58,241.2,24.97,3401.36,2453.42,221.5701123,6.565,A,202307,6638.590872253153,-1098.9758752308182,1187.345737558213,3832.443171044063,13015.195274280772,201.35772771704902,10058.995036854521
14441,14441,18,94,2011-11-25,9158.13,True,41.97,3.536,748.82,46.0,71366.86,19.0,577.4,136.4788,8.471,B,120653,-1426.330592875072,-1780.3144998535238,34725.80852528259,-166.0293554273926,1080.0366126096224,147.50975292538584,34611.56146687623
29613,29613,11,31,2010-09-10,4855.17,True,81.93,2.565,0.0,0.0,0.0,0.0,0.0,214.8065431,7.346,A,207499,188.1383574443712,997.032128376582,432.6911546529901,-208.4048127047406,-286.5089551982005,201.22575981256816,10630.608705463379
57834,57834,30,25,2011-10-21,12.0,False,65.16,3.353,0.0,0.0,0.0,0.0,0.0,217.1650042,7.441,C,42988,327.1059552530687,973.851534945045,-700.7546458495801,9.400569368772267,8.840870879182377,200.5467873015012,2673.0179958719
12463,12463,23,17,2012-02-17,27985.62,False,27.01,3.703,8924.48,10140.32,1.88,6699.65,2236.81,137.2583103,4.261,B,114533,9725.565382346951,2450.775127468325,0.9181301379112484,6285.986401849791,4490.492420822277,130.05990940400653,14851.301453883152
63925,63925,10,16,2012-09-21,20310.4,False,81.93,4.125,11273.56,245.91,27.0,2976.5,7950.03,131.0103333,7.17,B,126512,8805.977827872297,875.6487653277345,482.3099942588207,3941.980076953306,5391.748173891503,120.53471077037088,14291.219878110875
61143,61143,35,33,2011-08-12,8917.51,False,76.67,3.812,0.0,0.0,0.0,0.0,0.0,140.08598730000003,8.684,B,103681,148.91307800292134,-427.11928248892264,1461.9321496336484,283.4246362057648,-286.95537149600665,179.09498638273146,11373.896907563498
40745,40745,14,40,2010-03-19,75800.91,False,48.79,2.844,0.0,0.0,0.0,0.0,0.0,182.0779857,8.992,A,200898,4.908844350045001,-1937.003559073172,-405.24077390024337,71.6996264837893,204.57408016672568,161.4096859586584,52676.11111631796
66580,66580,26,5,2012-05-11,9917.56,False,47.11,3.947,8655.96,0.0,108.57,842.81,2803.07,138.0882667,7.489,A,152513,5594.658747881086,1453.4411129303876,1846.5607235861034,2077.160750539988,3700.688589068188,147.37523613428553,13050.036800817425
6891,6891,27,85,2011-10-21,4154.55,False,59.62,3.757,0.0,0.0,0.0,0.0,0.0,140.46160480000003,7.9060000000000015,A,204184,374.18641883644517,31.529391989610527,-1434.8749451059873,24.87769059531093,-117.71337907095769,142.34115705103886,9717.680302430854
6622,6622,32,83,2011-09-02,3170.63,False,74.6,3.511,0.0,0.0,0.0,0.0,0.0,194.5092113,8.622,A,203007,352.91419241268295,213.26267062505258,56.06502746844848,280.705044718104,-164.92403672510045,189.463650578984,16319.909399084832
27814,27814,15,9,2012-03-02,7484.97,False,33.24,3.983,11611.99,1749.22,27.4,7977.5,2327.04,137.4238966,7.943,B,123737,12359.238325784529,5718.622651356092,-7.336932354619763,6172.938065796111,2683.674930708922,135.01734682777413,6066.034933593577
39275,39275,38,55,2012-10-12,9.96,False,71.74,4.468,202.43,0.0,8.66,0.22,700.92,131.1083333,10.199,C,39690,-524.649067383361,-993.8157709537152,2914.4090026953554,-275.7220252532643,924.9870429347336,125.44435190173245,23798.67923382516
70194,70194,25,2,2010-10-01,34148.16,False,57.56,2.707,0.0,0.0,0.0,0.0,0.0,204.8850973,7.484,B,128107,-277.29975085533624,1674.7066336374073,104.29202323747528,121.9469736373725,-483.542747400612,188.21027643138905,28506.400477923115
36391,36391,42,18,2012-01-13,162.69,False,51.0,3.477,1251.87,2536.15,21.1,0.0,515.26,130.244,7.545,C,39690,959.8425571233072,2962.181414541565,-4288.245896379267,497.2489715503749,2595.6475622172447,180.59279805689243,5626.552222453516
3511,3511,9,74,2011-12-23,9346.08,False,44.43,3.112,719.14,0.24,318.75,17.72,2357.19,223.0661125,6.0539999999999985,B,125833,595.4533119099773,12939.263987996821,-6311.043867445505,-74.24395641093861,2577.374623341132,209.88206587224136,31346.97977110088
9618,9618,26,38,2011-04-22,86464.07,False,33.81,3.919,0.0,0.0,0.0,0.0,0.0,134.3571,7.818,A,152513,131.16476039803229,-94.83537654028237,-2509.053361439121,417.5806103469562,1184.0842501101936,143.05940155603722,19327.15723900931
42325,42325,11,36,2010-08-06,4664.49,False,86.54,2.627,0.0,0.0,0.0,0.0,0.0,214.8341952,7.346,A,207499,415.73974972095283,913.0390516060063,469.2591647608053,-199.13523228107715,-481.4839095817088,196.13145044513703,378.4546533840239
58082,58082,42,11,2010-10-01,747.08,False,86.01,3.0010000000000003,0.0,0.0,0.0,0.0,0.0,126.2346,9.003,C,39690,555.3852170766188,-493.83466454812736,-273.60799491634447,-22.88487336284402,52.791534601540214,127.18421443893524,8605.40471067002
67554,67554,40,79,2011-04-29,11790.74,False,52.68,3.988,0.0,0.0,0.0,0.0,0.0,134.4357333,4.7810000000000015,A,155083,-200.72219544853215,-316.94802756034136,-1792.4870700453787,-282.5493669542507,97.9865398154202,147.43028928429231,-4163.7998083537095
25887,25887,25,41,2010-06-25,724.07,False,72.17,2.8080000000000003,0.0,0.0,0.0,0.0,0.0,204.5675459,7.856,B,128107,107.56231219114716,920.4140327404468,471.1188883054613,-118.99097743983634,192.48116983628142,167.38956069961532,1310.6061683535372
68749,68749,6,31,2011-12-30,3386.03,True,46.8,3.129,6098.54,82881.16,326.68,814.58,2728.99,221.1282634,6.551,A,202505,6181.435505088178,48607.75775325587,1746.4973743017624,-183.08131959609364,4187.3285519888095,204.4762904960017,21536.27997889105
8383,8383,34,11,2012-03-16,12892.78,False,48.09,3.707,6104.24,94.31,2.7,479.7,1656.98,130.82619350000002,9.653,A,158114,3324.1451902866715,1207.6959240015021,3686.1539731644957,1621.9706945560818,4317.262308895341,181.68914141532082,14890.978786759537
716,716,11,95,2011-09-02,84137.07,False,91.44,3.533,0.0,0.0,0.0,0.0,0.0,219.1501106,7.567,A,207499,708.3999792326904,-31.517014353357574,172.53431003820424,-63.492293944717396,621.0307726187707,213.35049368360816,55976.42500021198
55586,55586,13,87,2011-06-03,15707.04,False,52.76,3.752,0.0,0.0,0.0,0.0,0.0,129.0490323,7.193,A,219622,-32.283549897187186,-949.1603785583153,-1734.532894467729,-239.9035314156486,791.7134493614859,146.16373538550968,4453.793965135361
78265,78265,8,60,2012-02-10,369.0,True,35.71,3.409,9332.6,3298.88,32.12,6530.08,4858.74,223.8024507,5.825,A,155078,11019.720353493103,6831.700890968691,160.0994566261567,5335.236932360745,4363.261014091944,172.56660617978878,10928.69677335128
31398,31398,43,4,2011-02-04,19857.83,False,33.21,2.989,0.0,0.0,0.0,0.0,0.0,204.5264194,10.398,C,41062,-423.08583370157794,-577.8544512676629,888.0049503513741,-80.30270780091381,308.0643249894963,151.26659706115862,10553.166216775326
36392,36392,29,52,2012-10-26,904.44,False,57.58,3.917,5581.8,2.98,0.0,398.23,396.11,138.7281613,9.151,B,93638,2470.332685268621,-769.5918198772245,-414.0623378037522,825.7799474521255,2618.9295028600786,169.19898076544536,3165.4015427373797
27277,27277,13,23,2010-06-11,34084.07,False,65.24,2.841,0.0,0.0,0.0,0.0,0.0,126.1119032,8.107000000000001,A,219622,56.33577563693052,211.98909169509488,-715.1527592122229,-43.93020588370359,393.23995202421037,155.65788055066022,31646.242988491078
37559,37559,6,3,2011-06-10,12706.64,False,84.49,3.648,0.0,0.0,0.0,0.0,0.0,216.5840732,6.855,A,202505,487.99615805834037,-145.23583613926618,61.40698177994784,-194.4462734236115,68.99006883621655,199.58333150078445,17418.638014788685
79815,79815,22,31,2011-08-12,5582.73,False,74.69,3.88,0.0,0.0,0.0,0.0,0.0,140.08598730000003,8.023,B,119557,94.5829551557531,-328.93958055480493,391.49677096333176,115.31677790847857,-482.0930242827649,167.86927423261778,19348.640227587915
11298,11298,39,83,2010-09-24,5149.88,False,78.5,2.624,0.0,0.0,0.0,0.0,0.0,210.3664469,8.36,A,184109,153.34274207558838,980.8040132504816,410.16215695557264,-42.9100684715088,-142.49877347715642,183.74003347616923,5841.798392325731
42555,42555,35,11,2012-02-10,10457.73,True,37.86,3.64,11865.12,4373.03,23.69,11941.36,8357.61,141.11998269999995,8.744,B,103681,14367.331001992863,6410.755130580122,601.1455424098847,7615.050622379605,6587.050659345417,161.23392015259498,14944.014744204733
1831,1831,7,3,2012-02-10,8360.05,True,18.79,3.103,13100.37,3096.6,1.73,4854.7,6266.04,196.9195056,8.256,B,70713,12641.375299767766,-6087.716272487057,69.43039794653248,7109.902196179982,3824.5944705654274,181.13477491459733,8382.56306230734
49188,49188,31,80,2012-08-03,19275.42,False,91.57,3.417,22694.34,15.96,76.19,14090.47,8759.63,221.5869799,6.565,A,203750,22020.51146581626,-1256.0309821600779,558.6291036633752,14883.640346394197,7525.881206920754,215.07278477532418,2847.226744041898
63983,63983,34,16,2011-11-18,4548.33,False,46.0,3.294,4673.94,1014.27,132.18,799.24,5734.11,129.82683329999998,10.148,A,158114,5696.150360340726,23509.994602506118,-1535.763964463009,2952.807368967065,8117.747366454376,196.0083873048077,23241.527342613495
27991,27991,6,71,2012-03-30,5086.32,False,67.91,3.845,12063.62,6.78,16.5,1859.67,3535.25,222.9675066,6.1320000000000014,A,202505,7801.029713471121,-27.92452621823373,338.8508020711945,2355.4501913745967,8109.201683039232,178.01392700743904,17760.828993092113
63594,63594,45,27,2012-10-12,1292.88,False,54.47,4.0,1956.28,0.0,7.89,599.32,3990.54,192.3272654,8.667,B,118221,4283.25753113175,463.8705878753997,-1006.6863771762744,51.626307299389744,3439.8805378807756,156.27913198369288,619.2770445379701
15706,15706,6,31,2012-05-18,2684.0,False,70.5,3.63,6414.56,0.0,52.03,495.43,2991.72,223.35119280000004,5.964,A,202505,3886.954158709269,1438.5087338509954,35.94390650282736,1515.0700348149308,5922.054580484361,191.88117500469247,10765.56868863588
80527,80527,45,13,2011-05-06,27629.25,False,58.21,4.046,0.0,0.0,0.0,0.0,0.0,185.9374378,8.521,B,118221,-612.6903590135003,-483.0796607816542,-208.19657693623336,-299.2030869599869,-40.222238656407626,140.16678403786028,23274.711326178396
31165,31165,30,67,2012-09-14,1121.23,False,76.1,3.717,1085.92,0.0,29.23,0.0,2115.61,222.2174395,6.565,C,42988,2312.630712018836,93.75386035776329,-5953.87996340271,73.60227110124674,1862.2438349675244,199.15111782374046,9840.318959085354
56468,56468,21,55,2011-01-21,5664.76,False,42.72,3.016,0.0,0.0,0.0,0.0,0.0,211.4864691,8.027999999999999,B,140167,-305.11916980851817,1331.5262826016647,402.2855265796867,-49.3112679946114,-16.400480780568618,160.04736674831472,1803.224472146303
24236,24236,28,81,2012-07-06,29215.94,False,89.13,3.765,5618.88,98.6,111.79,2513.36,6421.05,130.7196333,10.925999999999998,A,206302,9209.419448768564,1306.4523180154385,553.1171006345262,3398.4890840162952,4984.137453882823,149.12958904523725,14879.400629700307
52337,52337,21,90,2012-04-06,12127.87,False,69.02,3.891,14207.85,0.0,6.99,3662.26,1615.27,221.0737638,6.891,B,140167,8407.017597486909,-2185.902039590077,-193.39152618062684,4731.482507463954,7220.268325393923,165.91086100681002,27586.613282746075
18549,18549,25,80,2011-10-07,617.18,False,50.82,3.583,0.0,0.0,0.0,0.0,0.0,210.1170595,7.0820000000000025,B,128107,198.77519410294101,951.3969664897853,-3227.996403113508,-115.25101605652277,628.5299638352335,158.46363051899178,6864.078824117865
68704,68704,22,20,2011-07-22,6434.43,False,77.79,3.882,0.0,0.0,0.0,0.0,0.0,139.79697119999997,8.023,B,119557,133.5145152417399,-299.1543451986063,226.2683941332664,214.4877114077512,-490.2053474448085,160.40722659071474,25827.069166743655
18633,18633,23,4,2011-02-25,25362.96,False,17.0,3.281,0.0,0.0,0.0,0.0,0.0,133.4921429,5.114,B,114533,627.4224210674411,-3446.374276184236,63.97835429200911,-541.7168109131887,-230.1399843388984,131.24559917454212,17585.49969005407
51554,51554,31,95,2012-02-24,105344.83,False,54.81,3.555,12329.67,4657.57,5.3,1538.63,5781.58,220.275944,7.057,A,203750,7260.383896068968,9856.043522896596,-32.301329119589745,4605.468568976794,7099.781621142759,197.45254398197014,10432.907203741333
68368,68368,31,37,2010-08-20,3271.74,False,89.58,2.664,0.0,0.0,0.0,0.0,0.0,211.2596586,8.099,A,203750,588.9097366139998,1237.4010295108205,406.5685262582882,-116.4273823522626,-589.1581145769427,192.89529809648013,16898.75788038162
80315,80315,40,36,2012-06-29,1031.0,False,64.42,3.577,2925.88,253.2,0.0,400.0,2124.37,138.1962667,4.125,A,155083,2833.6931892911407,999.346181227392,6497.370207818345,1179.0174053659039,1934.493475588487,201.10787380641656,4121.2948992777165
70602,70602,4,79,2012-08-17,55417.43,False,81.41,3.552,2531.63,15.04,5.54,1269.13,3528.9,130.7909677,4.077,A,205863,4655.939645733447,377.919793254913,-2573.477907094267,1964.3497800965747,2481.8791972780577,193.28868560133662,5062.382191008608
24496,24496,11,20,2011-11-25,11460.75,True,70.03,3.236,531.09,74.35,71081.98,3.0,1676.85,221.9011185,7.197,A,207499,-335.74483846574594,-345.613873237397,35338.628716750354,-87.7403185782473,-1196.2541502592258,221.71743342175617,20985.47812607595
46898,46898,13,10,2011-06-03,27683.77,False,52.76,3.752,0.0,0.0,0.0,0.0,0.0,129.0490323,7.193,A,219622,1.6128212379971956,-936.9399698648076,-1744.4828741372337,-228.7801279006353,898.1141878423932,146.4966638599466,9633.743781998393
3804,3804,33,67,2012-06-08,613.29,False,90.94,4.103,499.25,0.0,0.0,0.0,959.13,130.8896774,7.396,A,39690,623.367502379331,-1015.7440320056037,-737.8940720711867,-194.15822641957558,883.4753487944272,122.34386941193227,277.8121748701069
